image_name,category,warped_filename
Normal-5864,Normal,Normal-5864_warped.png
Normal-5978,Normal,Normal-5978_warped.png
COVID-2226,COVID,COVID-2226_warped.png
Normal-5812,Normal,Normal-5812_warped.png
Normal-785,Normal,Normal-785_warped.png
COVID-1623,COVID,COVID-1623_warped.png
COVID-3171,COVID,COVID-3171_warped.png
Normal-799,Normal,Normal-799_warped.png
COVID-3094,COVID,COVID-3094_warped.png
Normal-9056,Normal,Normal-9056_warped.png
COVID-3558,COVID,COVID-3558_warped.png
Normal-1576,Normal,Normal-1576_warped.png
Normal-1036,Normal,Normal-1036_warped.png
Normal-8997,Normal,Normal-8997_warped.png
Normal-7739,Normal,Normal-7739_warped.png
Normal-3293,Normal,Normal-3293_warped.png
Normal-8854,Normal,Normal-8854_warped.png
Normal-7313,Normal,Normal-7313_warped.png
Viral Pneumonia-530,Viral_Pneumonia,Viral Pneumonia-530_warped.png
Normal-5863,Normal,Normal-5863_warped.png
Normal-6498,Normal,Normal-6498_warped.png
Viral Pneumonia-22,Viral_Pneumonia,Viral Pneumonia-22_warped.png
Viral Pneumonia-1000,Viral_Pneumonia,Viral Pneumonia-1000_warped.png
Normal-7588,Normal,Normal-7588_warped.png
COVID-3191,COVID,COVID-3191_warped.png
Normal-1262,Normal,Normal-1262_warped.png
COVID-2875,COVID,COVID-2875_warped.png
Normal-4898,Normal,Normal-4898_warped.png
Normal-2978,Normal,Normal-2978_warped.png
Normal-5435,Normal,Normal-5435_warped.png
COVID-489,COVID,COVID-489_warped.png
Normal-2233,Normal,Normal-2233_warped.png
Normal-9545,Normal,Normal-9545_warped.png
Normal-5793,Normal,Normal-5793_warped.png
COVID-2545,COVID,COVID-2545_warped.png
Normal-560,Normal,Normal-560_warped.png
Normal-4724,Normal,Normal-4724_warped.png
COVID-579,COVID,COVID-579_warped.png
Normal-288,Normal,Normal-288_warped.png
Viral Pneumonia-713,Viral_Pneumonia,Viral Pneumonia-713_warped.png
Normal-2925,Normal,Normal-2925_warped.png
COVID-1272,COVID,COVID-1272_warped.png
Viral Pneumonia-939,Viral_Pneumonia,Viral Pneumonia-939_warped.png
Normal-7113,Normal,Normal-7113_warped.png
COVID-2476,COVID,COVID-2476_warped.png
COVID-1072,COVID,COVID-1072_warped.png
Normal-7871,Normal,Normal-7871_warped.png
Normal-8307,Normal,Normal-8307_warped.png
COVID-2432,COVID,COVID-2432_warped.png
Normal-587,Normal,Normal-587_warped.png
Viral Pneumonia-137,Viral_Pneumonia,Viral Pneumonia-137_warped.png
Normal-980,Normal,Normal-980_warped.png
Normal-5437,Normal,Normal-5437_warped.png
Normal-6305,Normal,Normal-6305_warped.png
COVID-2726,COVID,COVID-2726_warped.png
Normal-2337,Normal,Normal-2337_warped.png
Viral Pneumonia-1280,Viral_Pneumonia,Viral Pneumonia-1280_warped.png
Normal-2895,Normal,Normal-2895_warped.png
Normal-7039,Normal,Normal-7039_warped.png
Normal-4591,Normal,Normal-4591_warped.png
Normal-9904,Normal,Normal-9904_warped.png
COVID-2443,COVID,COVID-2443_warped.png
Normal-233,Normal,Normal-233_warped.png
COVID-1854,COVID,COVID-1854_warped.png
Normal-8314,Normal,Normal-8314_warped.png
COVID-1529,COVID,COVID-1529_warped.png
Normal-1216,Normal,Normal-1216_warped.png
Normal-3531,Normal,Normal-3531_warped.png
COVID-1663,COVID,COVID-1663_warped.png
COVID-1548,COVID,COVID-1548_warped.png
Normal-4156,Normal,Normal-4156_warped.png
COVID-3231,COVID,COVID-3231_warped.png
Normal-1217,Normal,Normal-1217_warped.png
Normal-7528,Normal,Normal-7528_warped.png
Normal-6907,Normal,Normal-6907_warped.png
COVID-506,COVID,COVID-506_warped.png
COVID-2803,COVID,COVID-2803_warped.png
Normal-1484,Normal,Normal-1484_warped.png
COVID-1150,COVID,COVID-1150_warped.png
COVID-1351,COVID,COVID-1351_warped.png
Normal-4473,Normal,Normal-4473_warped.png
Normal-8060,Normal,Normal-8060_warped.png
Normal-7380,Normal,Normal-7380_warped.png
Normal-8031,Normal,Normal-8031_warped.png
COVID-295,COVID,COVID-295_warped.png
Viral Pneumonia-1036,Viral_Pneumonia,Viral Pneumonia-1036_warped.png
Normal-6750,Normal,Normal-6750_warped.png
Normal-7457,Normal,Normal-7457_warped.png
Normal-5312,Normal,Normal-5312_warped.png
Normal-748,Normal,Normal-748_warped.png
Viral Pneumonia-247,Viral_Pneumonia,Viral Pneumonia-247_warped.png
Normal-1434,Normal,Normal-1434_warped.png
Normal-9436,Normal,Normal-9436_warped.png
Normal-4165,Normal,Normal-4165_warped.png
Normal-9587,Normal,Normal-9587_warped.png
Viral Pneumonia-1263,Viral_Pneumonia,Viral Pneumonia-1263_warped.png
Normal-6186,Normal,Normal-6186_warped.png
Normal-6838,Normal,Normal-6838_warped.png
Normal-9990,Normal,Normal-9990_warped.png
Normal-228,Normal,Normal-228_warped.png
Viral Pneumonia-1038,Viral_Pneumonia,Viral Pneumonia-1038_warped.png
Viral Pneumonia-404,Viral_Pneumonia,Viral Pneumonia-404_warped.png
Normal-2769,Normal,Normal-2769_warped.png
Viral Pneumonia-358,Viral_Pneumonia,Viral Pneumonia-358_warped.png
Normal-3441,Normal,Normal-3441_warped.png
COVID-786,COVID,COVID-786_warped.png
Normal-8571,Normal,Normal-8571_warped.png
Normal-9916,Normal,Normal-9916_warped.png
COVID-643,COVID,COVID-643_warped.png
Normal-8248,Normal,Normal-8248_warped.png
Normal-5683,Normal,Normal-5683_warped.png
Viral Pneumonia-545,Viral_Pneumonia,Viral Pneumonia-545_warped.png
Normal-1426,Normal,Normal-1426_warped.png
Normal-7482,Normal,Normal-7482_warped.png
Normal-1358,Normal,Normal-1358_warped.png
Normal-1928,Normal,Normal-1928_warped.png
Normal-4976,Normal,Normal-4976_warped.png
Normal-9906,Normal,Normal-9906_warped.png
Normal-8550,Normal,Normal-8550_warped.png
COVID-2543,COVID,COVID-2543_warped.png
Viral Pneumonia-216,Viral_Pneumonia,Viral Pneumonia-216_warped.png
Normal-6562,Normal,Normal-6562_warped.png
COVID-109,COVID,COVID-109_warped.png
Normal-8648,Normal,Normal-8648_warped.png
Normal-700,Normal,Normal-700_warped.png
Normal-5868,Normal,Normal-5868_warped.png
Normal-8285,Normal,Normal-8285_warped.png
Normal-158,Normal,Normal-158_warped.png
COVID-1727,COVID,COVID-1727_warped.png
Normal-148,Normal,Normal-148_warped.png
Normal-9600,Normal,Normal-9600_warped.png
Normal-1046,Normal,Normal-1046_warped.png
Normal-1724,Normal,Normal-1724_warped.png
Normal-7156,Normal,Normal-7156_warped.png
Normal-7094,Normal,Normal-7094_warped.png
Normal-3827,Normal,Normal-3827_warped.png
Normal-1723,Normal,Normal-1723_warped.png
Normal-2256,Normal,Normal-2256_warped.png
Normal-8262,Normal,Normal-8262_warped.png
Normal-1343,Normal,Normal-1343_warped.png
Normal-10163,Normal,Normal-10163_warped.png
Normal-9716,Normal,Normal-9716_warped.png
COVID-799,COVID,COVID-799_warped.png
Normal-8635,Normal,Normal-8635_warped.png
Normal-1799,Normal,Normal-1799_warped.png
COVID-482,COVID,COVID-482_warped.png
COVID-2632,COVID,COVID-2632_warped.png
Viral Pneumonia-1120,Viral_Pneumonia,Viral Pneumonia-1120_warped.png
Normal-2947,Normal,Normal-2947_warped.png
Normal-2076,Normal,Normal-2076_warped.png
Normal-706,Normal,Normal-706_warped.png
COVID-953,COVID,COVID-953_warped.png
Normal-7388,Normal,Normal-7388_warped.png
COVID-2932,COVID,COVID-2932_warped.png
COVID-1247,COVID,COVID-1247_warped.png
Normal-32,Normal,Normal-32_warped.png
Normal-6273,Normal,Normal-6273_warped.png
Normal-1686,Normal,Normal-1686_warped.png
Viral Pneumonia-659,Viral_Pneumonia,Viral Pneumonia-659_warped.png
Normal-470,Normal,Normal-470_warped.png
Normal-7107,Normal,Normal-7107_warped.png
Normal-2687,Normal,Normal-2687_warped.png
Normal-4762,Normal,Normal-4762_warped.png
Normal-6952,Normal,Normal-6952_warped.png
Normal-2507,Normal,Normal-2507_warped.png
Normal-5000,Normal,Normal-5000_warped.png
Normal-61,Normal,Normal-61_warped.png
COVID-1730,COVID,COVID-1730_warped.png
Normal-1359,Normal,Normal-1359_warped.png
COVID-2770,COVID,COVID-2770_warped.png
Normal-3057,Normal,Normal-3057_warped.png
Viral Pneumonia-197,Viral_Pneumonia,Viral Pneumonia-197_warped.png
COVID-2066,COVID,COVID-2066_warped.png
Normal-9933,Normal,Normal-9933_warped.png
Normal-680,Normal,Normal-680_warped.png
Normal-2510,Normal,Normal-2510_warped.png
Normal-2292,Normal,Normal-2292_warped.png
COVID-850,COVID,COVID-850_warped.png
Normal-8557,Normal,Normal-8557_warped.png
Viral Pneumonia-35,Viral_Pneumonia,Viral Pneumonia-35_warped.png
Normal-4803,Normal,Normal-4803_warped.png
COVID-1693,COVID,COVID-1693_warped.png
Viral Pneumonia-326,Viral_Pneumonia,Viral Pneumonia-326_warped.png
Viral Pneumonia-512,Viral_Pneumonia,Viral Pneumonia-512_warped.png
Normal-1856,Normal,Normal-1856_warped.png
Viral Pneumonia-970,Viral_Pneumonia,Viral Pneumonia-970_warped.png
Normal-9302,Normal,Normal-9302_warped.png
Viral Pneumonia-1344,Viral_Pneumonia,Viral Pneumonia-1344_warped.png
Viral Pneumonia-866,Viral_Pneumonia,Viral Pneumonia-866_warped.png
Normal-6921,Normal,Normal-6921_warped.png
Normal-3994,Normal,Normal-3994_warped.png
Normal-9345,Normal,Normal-9345_warped.png
COVID-1729,COVID,COVID-1729_warped.png
COVID-156,COVID,COVID-156_warped.png
Normal-8151,Normal,Normal-8151_warped.png
Normal-1332,Normal,Normal-1332_warped.png
Normal-10068,Normal,Normal-10068_warped.png
Normal-1796,Normal,Normal-1796_warped.png
Normal-3758,Normal,Normal-3758_warped.png
COVID-2690,COVID,COVID-2690_warped.png
Normal-5183,Normal,Normal-5183_warped.png
Normal-28,Normal,Normal-28_warped.png
Normal-7939,Normal,Normal-7939_warped.png
COVID-2723,COVID,COVID-2723_warped.png
Normal-9911,Normal,Normal-9911_warped.png
Normal-6934,Normal,Normal-6934_warped.png
COVID-319,COVID,COVID-319_warped.png
Normal-9321,Normal,Normal-9321_warped.png
Normal-2301,Normal,Normal-2301_warped.png
COVID-194,COVID,COVID-194_warped.png
Viral Pneumonia-552,Viral_Pneumonia,Viral Pneumonia-552_warped.png
Normal-3658,Normal,Normal-3658_warped.png
Normal-6242,Normal,Normal-6242_warped.png
Normal-10150,Normal,Normal-10150_warped.png
Viral Pneumonia-762,Viral_Pneumonia,Viral Pneumonia-762_warped.png
Viral Pneumonia-17,Viral_Pneumonia,Viral Pneumonia-17_warped.png
Normal-5287,Normal,Normal-5287_warped.png
Normal-7168,Normal,Normal-7168_warped.png
COVID-1030,COVID,COVID-1030_warped.png
Normal-1598,Normal,Normal-1598_warped.png
Normal-4909,Normal,Normal-4909_warped.png
Normal-7818,Normal,Normal-7818_warped.png
Normal-5942,Normal,Normal-5942_warped.png
Viral Pneumonia-322,Viral_Pneumonia,Viral Pneumonia-322_warped.png
Viral Pneumonia-788,Viral_Pneumonia,Viral Pneumonia-788_warped.png
COVID-2981,COVID,COVID-2981_warped.png
Normal-7419,Normal,Normal-7419_warped.png
Normal-3158,Normal,Normal-3158_warped.png
Normal-5341,Normal,Normal-5341_warped.png
Normal-1707,Normal,Normal-1707_warped.png
Normal-3063,Normal,Normal-3063_warped.png
Normal-5298,Normal,Normal-5298_warped.png
Normal-6172,Normal,Normal-6172_warped.png
Normal-6157,Normal,Normal-6157_warped.png
Normal-2588,Normal,Normal-2588_warped.png
Normal-5079,Normal,Normal-5079_warped.png
Normal-7747,Normal,Normal-7747_warped.png
Normal-1701,Normal,Normal-1701_warped.png
Normal-1906,Normal,Normal-1906_warped.png
Normal-9891,Normal,Normal-9891_warped.png
Normal-8521,Normal,Normal-8521_warped.png
Normal-1813,Normal,Normal-1813_warped.png
COVID-476,COVID,COVID-476_warped.png
Normal-9081,Normal,Normal-9081_warped.png
Normal-2823,Normal,Normal-2823_warped.png
COVID-1183,COVID,COVID-1183_warped.png
Normal-7031,Normal,Normal-7031_warped.png
Viral Pneumonia-240,Viral_Pneumonia,Viral Pneumonia-240_warped.png
Normal-5202,Normal,Normal-5202_warped.png
COVID-1885,COVID,COVID-1885_warped.png
Normal-2034,Normal,Normal-2034_warped.png
Normal-8333,Normal,Normal-8333_warped.png
Normal-9112,Normal,Normal-9112_warped.png
Normal-4422,Normal,Normal-4422_warped.png
Normal-3714,Normal,Normal-3714_warped.png
Normal-9440,Normal,Normal-9440_warped.png
Normal-6371,Normal,Normal-6371_warped.png
COVID-1319,COVID,COVID-1319_warped.png
Viral Pneumonia-147,Viral_Pneumonia,Viral Pneumonia-147_warped.png
Normal-2981,Normal,Normal-2981_warped.png
Normal-6926,Normal,Normal-6926_warped.png
Normal-8201,Normal,Normal-8201_warped.png
Normal-2200,Normal,Normal-2200_warped.png
Normal-9265,Normal,Normal-9265_warped.png
Normal-6568,Normal,Normal-6568_warped.png
Normal-6677,Normal,Normal-6677_warped.png
Normal-218,Normal,Normal-218_warped.png
Normal-8810,Normal,Normal-8810_warped.png
Normal-2580,Normal,Normal-2580_warped.png
Normal-9051,Normal,Normal-9051_warped.png
Normal-6139,Normal,Normal-6139_warped.png
Normal-1919,Normal,Normal-1919_warped.png
Normal-3170,Normal,Normal-3170_warped.png
Normal-8726,Normal,Normal-8726_warped.png
COVID-2321,COVID,COVID-2321_warped.png
Viral Pneumonia-38,Viral_Pneumonia,Viral Pneumonia-38_warped.png
COVID-882,COVID,COVID-882_warped.png
Normal-2383,Normal,Normal-2383_warped.png
Normal-4415,Normal,Normal-4415_warped.png
Normal-9026,Normal,Normal-9026_warped.png
COVID-1386,COVID,COVID-1386_warped.png
Normal-10187,Normal,Normal-10187_warped.png
COVID-1022,COVID,COVID-1022_warped.png
COVID-1834,COVID,COVID-1834_warped.png
Normal-8524,Normal,Normal-8524_warped.png
COVID-746,COVID,COVID-746_warped.png
Normal-3392,Normal,Normal-3392_warped.png
Normal-9055,Normal,Normal-9055_warped.png
Normal-7257,Normal,Normal-7257_warped.png
Normal-7581,Normal,Normal-7581_warped.png
Normal-6173,Normal,Normal-6173_warped.png
COVID-202,COVID,COVID-202_warped.png
COVID-2995,COVID,COVID-2995_warped.png
Normal-922,Normal,Normal-922_warped.png
Normal-186,Normal,Normal-186_warped.png
COVID-3584,COVID,COVID-3584_warped.png
Normal-3654,Normal,Normal-3654_warped.png
Normal-4627,Normal,Normal-4627_warped.png
COVID-3170,COVID,COVID-3170_warped.png
Normal-1522,Normal,Normal-1522_warped.png
Normal-6668,Normal,Normal-6668_warped.png
Viral Pneumonia-1212,Viral_Pneumonia,Viral Pneumonia-1212_warped.png
Normal-6325,Normal,Normal-6325_warped.png
COVID-3316,COVID,COVID-3316_warped.png
Normal-4482,Normal,Normal-4482_warped.png
Viral Pneumonia-1117,Viral_Pneumonia,Viral Pneumonia-1117_warped.png
Viral Pneumonia-348,Viral_Pneumonia,Viral Pneumonia-348_warped.png
Normal-2595,Normal,Normal-2595_warped.png
COVID-701,COVID,COVID-701_warped.png
Normal-7190,Normal,Normal-7190_warped.png
Normal-605,Normal,Normal-605_warped.png
Normal-3469,Normal,Normal-3469_warped.png
COVID-1887,COVID,COVID-1887_warped.png
Normal-9620,Normal,Normal-9620_warped.png
Viral Pneumonia-192,Viral_Pneumonia,Viral Pneumonia-192_warped.png
Normal-7860,Normal,Normal-7860_warped.png
Normal-3877,Normal,Normal-3877_warped.png
Normal-9258,Normal,Normal-9258_warped.png
Normal-5523,Normal,Normal-5523_warped.png
Normal-8302,Normal,Normal-8302_warped.png
Normal-3922,Normal,Normal-3922_warped.png
Normal-3209,Normal,Normal-3209_warped.png
Viral Pneumonia-820,Viral_Pneumonia,Viral Pneumonia-820_warped.png
Normal-150,Normal,Normal-150_warped.png
COVID-1731,COVID,COVID-1731_warped.png
Normal-7721,Normal,Normal-7721_warped.png
Normal-4264,Normal,Normal-4264_warped.png
Normal-7980,Normal,Normal-7980_warped.png
COVID-1512,COVID,COVID-1512_warped.png
COVID-3406,COVID,COVID-3406_warped.png
Viral Pneumonia-19,Viral_Pneumonia,Viral Pneumonia-19_warped.png
Normal-7837,Normal,Normal-7837_warped.png
Normal-623,Normal,Normal-623_warped.png
COVID-999,COVID,COVID-999_warped.png
Normal-1543,Normal,Normal-1543_warped.png
Normal-8123,Normal,Normal-8123_warped.png
Normal-1215,Normal,Normal-1215_warped.png
Normal-4665,Normal,Normal-4665_warped.png
Normal-3484,Normal,Normal-3484_warped.png
COVID-3032,COVID,COVID-3032_warped.png
Normal-4531,Normal,Normal-4531_warped.png
Viral Pneumonia-1154,Viral_Pneumonia,Viral Pneumonia-1154_warped.png
Normal-2166,Normal,Normal-2166_warped.png
Normal-6258,Normal,Normal-6258_warped.png
COVID-3426,COVID,COVID-3426_warped.png
COVID-2761,COVID,COVID-2761_warped.png
Normal-4257,Normal,Normal-4257_warped.png
Normal-9624,Normal,Normal-9624_warped.png
Normal-3566,Normal,Normal-3566_warped.png
Normal-1448,Normal,Normal-1448_warped.png
Normal-9770,Normal,Normal-9770_warped.png
Normal-3571,Normal,Normal-3571_warped.png
Normal-8120,Normal,Normal-8120_warped.png
Normal-6267,Normal,Normal-6267_warped.png
COVID-2553,COVID,COVID-2553_warped.png
Normal-7279,Normal,Normal-7279_warped.png
Viral Pneumonia-625,Viral_Pneumonia,Viral Pneumonia-625_warped.png
Normal-219,Normal,Normal-219_warped.png
Normal-2392,Normal,Normal-2392_warped.png
COVID-2026,COVID,COVID-2026_warped.png
Normal-8991,Normal,Normal-8991_warped.png
Normal-3332,Normal,Normal-3332_warped.png
Normal-8482,Normal,Normal-8482_warped.png
Normal-2000,Normal,Normal-2000_warped.png
Normal-8783,Normal,Normal-8783_warped.png
Normal-7678,Normal,Normal-7678_warped.png
Normal-8639,Normal,Normal-8639_warped.png
COVID-1200,COVID,COVID-1200_warped.png
COVID-630,COVID,COVID-630_warped.png
Normal-8812,Normal,Normal-8812_warped.png
Normal-6482,Normal,Normal-6482_warped.png
Normal-1708,Normal,Normal-1708_warped.png
Normal-9928,Normal,Normal-9928_warped.png
COVID-2280,COVID,COVID-2280_warped.png
COVID-2728,COVID,COVID-2728_warped.png
COVID-1217,COVID,COVID-1217_warped.png
Normal-491,Normal,Normal-491_warped.png
COVID-418,COVID,COVID-418_warped.png
Normal-968,Normal,Normal-968_warped.png
Normal-3112,Normal,Normal-3112_warped.png
Normal-5501,Normal,Normal-5501_warped.png
COVID-1089,COVID,COVID-1089_warped.png
COVID-3369,COVID,COVID-3369_warped.png
Normal-5036,Normal,Normal-5036_warped.png
Normal-7677,Normal,Normal-7677_warped.png
COVID-296,COVID,COVID-296_warped.png
Normal-1,Normal,Normal-1_warped.png
Normal-4785,Normal,Normal-4785_warped.png
COVID-3349,COVID,COVID-3349_warped.png
Normal-3103,Normal,Normal-3103_warped.png
Normal-8385,Normal,Normal-8385_warped.png
COVID-3153,COVID,COVID-3153_warped.png
Viral Pneumonia-1285,Viral_Pneumonia,Viral Pneumonia-1285_warped.png
Normal-7945,Normal,Normal-7945_warped.png
COVID-1525,COVID,COVID-1525_warped.png
COVID-3397,COVID,COVID-3397_warped.png
Normal-1073,Normal,Normal-1073_warped.png
COVID-1542,COVID,COVID-1542_warped.png
Normal-4852,Normal,Normal-4852_warped.png
Normal-1617,Normal,Normal-1617_warped.png
Normal-508,Normal,Normal-508_warped.png
Normal-6285,Normal,Normal-6285_warped.png
COVID-1134,COVID,COVID-1134_warped.png
COVID-1613,COVID,COVID-1613_warped.png
Viral Pneumonia-783,Viral_Pneumonia,Viral Pneumonia-783_warped.png
Normal-2939,Normal,Normal-2939_warped.png
Normal-7897,Normal,Normal-7897_warped.png
Normal-1149,Normal,Normal-1149_warped.png
Normal-2743,Normal,Normal-2743_warped.png
Normal-750,Normal,Normal-750_warped.png
Normal-1226,Normal,Normal-1226_warped.png
Viral Pneumonia-255,Viral_Pneumonia,Viral Pneumonia-255_warped.png
Normal-8210,Normal,Normal-8210_warped.png
Normal-7566,Normal,Normal-7566_warped.png
Viral Pneumonia-181,Viral_Pneumonia,Viral Pneumonia-181_warped.png
Normal-4461,Normal,Normal-4461_warped.png
COVID-523,COVID,COVID-523_warped.png
COVID-1820,COVID,COVID-1820_warped.png
COVID-55,COVID,COVID-55_warped.png
COVID-2920,COVID,COVID-2920_warped.png
Normal-2152,Normal,Normal-2152_warped.png
Normal-6102,Normal,Normal-6102_warped.png
Viral Pneumonia-234,Viral_Pneumonia,Viral Pneumonia-234_warped.png
Normal-6806,Normal,Normal-6806_warped.png
COVID-3346,COVID,COVID-3346_warped.png
Normal-308,Normal,Normal-308_warped.png
COVID-1913,COVID,COVID-1913_warped.png
Normal-3480,Normal,Normal-3480_warped.png
Normal-1497,Normal,Normal-1497_warped.png
Normal-7317,Normal,Normal-7317_warped.png
COVID-3038,COVID,COVID-3038_warped.png
Normal-1518,Normal,Normal-1518_warped.png
Normal-10042,Normal,Normal-10042_warped.png
Normal-8892,Normal,Normal-8892_warped.png
Normal-4489,Normal,Normal-4489_warped.png
COVID-365,COVID,COVID-365_warped.png
Normal-6633,Normal,Normal-6633_warped.png
Normal-1008,Normal,Normal-1008_warped.png
Viral Pneumonia-852,Viral_Pneumonia,Viral Pneumonia-852_warped.png
Normal-1079,Normal,Normal-1079_warped.png
Viral Pneumonia-1086,Viral_Pneumonia,Viral Pneumonia-1086_warped.png
Normal-5906,Normal,Normal-5906_warped.png
COVID-1570,COVID,COVID-1570_warped.png
Normal-10136,Normal,Normal-10136_warped.png
Normal-1627,Normal,Normal-1627_warped.png
Normal-3612,Normal,Normal-3612_warped.png
COVID-2601,COVID,COVID-2601_warped.png
Normal-2104,Normal,Normal-2104_warped.png
Normal-9673,Normal,Normal-9673_warped.png
Normal-3973,Normal,Normal-3973_warped.png
Normal-2868,Normal,Normal-2868_warped.png
Viral Pneumonia-368,Viral_Pneumonia,Viral Pneumonia-368_warped.png
Normal-2806,Normal,Normal-2806_warped.png
Normal-2389,Normal,Normal-2389_warped.png
COVID-1110,COVID,COVID-1110_warped.png
Normal-5239,Normal,Normal-5239_warped.png
COVID-808,COVID,COVID-808_warped.png
Normal-9401,Normal,Normal-9401_warped.png
Normal-3414,Normal,Normal-3414_warped.png
Normal-4321,Normal,Normal-4321_warped.png
Normal-1212,Normal,Normal-1212_warped.png
Normal-8405,Normal,Normal-8405_warped.png
Viral Pneumonia-814,Viral_Pneumonia,Viral Pneumonia-814_warped.png
Normal-2878,Normal,Normal-2878_warped.png
Normal-9588,Normal,Normal-9588_warped.png
Normal-3687,Normal,Normal-3687_warped.png
COVID-291,COVID,COVID-291_warped.png
COVID-2113,COVID,COVID-2113_warped.png
Normal-1077,Normal,Normal-1077_warped.png
Normal-9943,Normal,Normal-9943_warped.png
COVID-1743,COVID,COVID-1743_warped.png
Normal-382,Normal,Normal-382_warped.png
COVID-3560,COVID,COVID-3560_warped.png
Normal-10055,Normal,Normal-10055_warped.png
Normal-9109,Normal,Normal-9109_warped.png
Normal-4456,Normal,Normal-4456_warped.png
Normal-4463,Normal,Normal-4463_warped.png
COVID-716,COVID,COVID-716_warped.png
Normal-9875,Normal,Normal-9875_warped.png
Normal-8655,Normal,Normal-8655_warped.png
Normal-9967,Normal,Normal-9967_warped.png
COVID-175,COVID,COVID-175_warped.png
Normal-1018,Normal,Normal-1018_warped.png
Normal-2900,Normal,Normal-2900_warped.png
Normal-2633,Normal,Normal-2633_warped.png
Normal-5086,Normal,Normal-5086_warped.png
Normal-320,Normal,Normal-320_warped.png
Normal-3944,Normal,Normal-3944_warped.png
Normal-7846,Normal,Normal-7846_warped.png
Normal-7162,Normal,Normal-7162_warped.png
Normal-2396,Normal,Normal-2396_warped.png
COVID-3595,COVID,COVID-3595_warped.png
Normal-10001,Normal,Normal-10001_warped.png
Normal-1306,Normal,Normal-1306_warped.png
Normal-2162,Normal,Normal-2162_warped.png
Normal-4413,Normal,Normal-4413_warped.png
Normal-2471,Normal,Normal-2471_warped.png
Normal-6430,Normal,Normal-6430_warped.png
Normal-9033,Normal,Normal-9033_warped.png
Normal-235,Normal,Normal-235_warped.png
Normal-6589,Normal,Normal-6589_warped.png
Normal-6836,Normal,Normal-6836_warped.png
Normal-1689,Normal,Normal-1689_warped.png
Normal-5238,Normal,Normal-5238_warped.png
COVID-1616,COVID,COVID-1616_warped.png
Normal-5487,Normal,Normal-5487_warped.png
COVID-3318,COVID,COVID-3318_warped.png
Normal-7707,Normal,Normal-7707_warped.png
Normal-5185,Normal,Normal-5185_warped.png
Normal-9658,Normal,Normal-9658_warped.png
Normal-2790,Normal,Normal-2790_warped.png
COVID-1372,COVID,COVID-1372_warped.png
Viral Pneumonia-948,Viral_Pneumonia,Viral Pneumonia-948_warped.png
Normal-8932,Normal,Normal-8932_warped.png
Normal-764,Normal,Normal-764_warped.png
Normal-210,Normal,Normal-210_warped.png
Normal-8986,Normal,Normal-8986_warped.png
COVID-3539,COVID,COVID-3539_warped.png
Normal-98,Normal,Normal-98_warped.png
Normal-8821,Normal,Normal-8821_warped.png
Normal-349,Normal,Normal-349_warped.png
Normal-5306,Normal,Normal-5306_warped.png
Normal-4687,Normal,Normal-4687_warped.png
Normal-5586,Normal,Normal-5586_warped.png
Viral Pneumonia-880,Viral_Pneumonia,Viral Pneumonia-880_warped.png
Normal-2148,Normal,Normal-2148_warped.png
Normal-1899,Normal,Normal-1899_warped.png
Normal-8072,Normal,Normal-8072_warped.png
Normal-3942,Normal,Normal-3942_warped.png
COVID-2546,COVID,COVID-2546_warped.png
Normal-4959,Normal,Normal-4959_warped.png
Normal-4894,Normal,Normal-4894_warped.png
Normal-1674,Normal,Normal-1674_warped.png
Normal-8477,Normal,Normal-8477_warped.png
Normal-7982,Normal,Normal-7982_warped.png
COVID-367,COVID,COVID-367_warped.png
Normal-1296,Normal,Normal-1296_warped.png
Normal-6763,Normal,Normal-6763_warped.png
Normal-4611,Normal,Normal-4611_warped.png
Normal-6284,Normal,Normal-6284_warped.png
COVID-3107,COVID,COVID-3107_warped.png
Normal-7533,Normal,Normal-7533_warped.png
Normal-10036,Normal,Normal-10036_warped.png
Normal-5194,Normal,Normal-5194_warped.png
Normal-6929,Normal,Normal-6929_warped.png
Normal-4567,Normal,Normal-4567_warped.png
Normal-816,Normal,Normal-816_warped.png
Normal-438,Normal,Normal-438_warped.png
COVID-2488,COVID,COVID-2488_warped.png
Normal-5080,Normal,Normal-5080_warped.png
COVID-679,COVID,COVID-679_warped.png
COVID-409,COVID,COVID-409_warped.png
Normal-8595,Normal,Normal-8595_warped.png
COVID-593,COVID,COVID-593_warped.png
Normal-4001,Normal,Normal-4001_warped.png
Normal-828,Normal,Normal-828_warped.png
Normal-1634,Normal,Normal-1634_warped.png
Normal-5223,Normal,Normal-5223_warped.png
COVID-2864,COVID,COVID-2864_warped.png
Normal-9068,Normal,Normal-9068_warped.png
Normal-4742,Normal,Normal-4742_warped.png
Normal-571,Normal,Normal-571_warped.png
Normal-6501,Normal,Normal-6501_warped.png
COVID-3529,COVID,COVID-3529_warped.png
Viral Pneumonia-1186,Viral_Pneumonia,Viral Pneumonia-1186_warped.png
COVID-2032,COVID,COVID-2032_warped.png
Viral Pneumonia-452,Viral_Pneumonia,Viral Pneumonia-452_warped.png
Normal-5465,Normal,Normal-5465_warped.png
Normal-4738,Normal,Normal-4738_warped.png
Viral Pneumonia-485,Viral_Pneumonia,Viral Pneumonia-485_warped.png
COVID-3612,COVID,COVID-3612_warped.png
COVID-3390,COVID,COVID-3390_warped.png
Normal-6640,Normal,Normal-6640_warped.png
